StudyNum,Study,mediangrouprespN,mediangroupresp,mouse,MouseResp,drug,cellline,MouseRespN,mousenum,NumMiceAnalyzed,included,type
2012,1112-B8-1,2,PD2,10,PD2,1112,B8,2,10,10,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,1,PD2,1113,B8,2,1,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,3,PD2,1113,B8,2,2,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,4,PD2,1113,B8,2,3,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,5,PD2,1113,B8,2,4,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,6,PD2,1113,B8,2,5,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,7,PD2,1113,B8,2,6,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,9,PD2,1113,B8,2,7,8,Yes,Solid Tumor
2046,1113-B8-1,2,PD2,10,PD2,1113,B8,2,8,8,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,1,PD1,1201,B8,0,1,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,2,PD1,1201,B8,0,2,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,3,PD1,1201,B8,0,3,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,4,PD1,1201,B8,0,4,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,5,PD1,1201,B8,0,5,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,6,PD1,1201,B8,0,6,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,7,PD1,1201,B8,0,7,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,8,PD1,1201,B8,0,8,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,9,PD1,1201,B8,0,9,10,Yes,Solid Tumor
2091,1201-B8-1,0,PD1,10,PD1,1201,B8,0,10,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,1,PD1,502,B9,0,1,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,2,PD1,502,B9,0,2,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,3,PD2,502,B9,2,3,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,4,PD2,502,B9,2,4,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,5,PD2,502,B9,2,5,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,6,PD1,502,B9,0,6,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,7,PD1,502,B9,0,7,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,8,PD1,502,B9,0,8,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,9,PD2,502,B9,2,9,10,Yes,Solid Tumor
60,0502-B9-1,0,PD1,10,PD1,502,B9,0,10,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,1,PR,503,B9,6,1,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,2,MCR,503,B9,10,2,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,3,MCR,503,B9,10,3,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,4,MCR,503,B9,10,4,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,5,PR,503,B9,6,5,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,6,PR,503,B9,6,6,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,7,PR,503,B9,6,7,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,8,PR,503,B9,6,8,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,9,MCR,503,B9,10,9,10,Yes,Solid Tumor
104,0503-B9-1,6,PR,10,PR,503,B9,6,10,10,Yes,Solid Tumor
574,0607-B9-1,0,PD1,1,PD2,607,B9,2,1,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,2,PD1,607,B9,0,2,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,3,PD1,607,B9,0,3,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,4,PD1,607,B9,0,4,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,6,PD1,607,B9,0,5,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,7,PD1,607,B9,0,6,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,8,PD1,607,B9,0,7,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,9,PD2,607,B9,2,8,9,Yes,Solid Tumor
574,0607-B9-1,0,PD1,10,PD1,607,B9,0,9,9,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,1,PD1,1001,B9,0,1,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,2,PD1,1001,B9,0,2,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,3,PD1,1001,B9,0,3,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,4,PD1,1001,B9,0,4,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,5,PD1,1001,B9,0,5,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,6,PD1,1001,B9,0,6,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,7,PD1,1001,B9,0,7,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,8,PD1,1001,B9,0,8,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,9,PD1,1001,B9,0,9,10,Yes,Solid Tumor
1449,1001-B9-1,0,PD1,10,PD1,1001,B9,0,10,10,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,1,PD1,1002,B9,0,1,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,2,PD1,1002,B9,0,2,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,3,PD1,1002,B9,0,3,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,4,PD1,1002,B9,0,4,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,6,PD1,1002,B9,0,5,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,7,PD1,1002,B9,0,6,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,8,PD1,1002,B9,0,7,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,9,PD1,1002,B9,0,8,9,Yes,Solid Tumor
1483,1002-B9-1,0,PD1,10,PD1,1002,B9,0,9,9,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,1,PD2,1003,B9,2,1,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,2,PD2,1003,B9,2,2,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,3,PD2,1003,B9,2,3,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,4,PD2,1003,B9,2,4,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,5,PD2,1003,B9,2,5,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,6,PD2,1003,B9,2,6,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,7,PD2,1003,B9,2,7,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,8,PD2,1003,B9,2,8,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,9,PD2,1003,B9,2,9,10,Yes,Solid Tumor
1521,1003-B9-1,2,PD2,10,PD2,1003,B9,2,10,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,1,PR,1004,B9,6,1,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,2,MCR,1004,B9,10,2,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,3,PD2,1004,B9,2,3,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,4,PD1,1004,B9,0,4,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,5,PD1,1004,B9,0,5,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,6,PD2,1004,B9,2,6,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,7,PR,1004,B9,6,7,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,8,CR,1004,B9,8,8,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,9,CR,1004,B9,8,9,10,Yes,Solid Tumor
1556,1004-B9-1,4,SD,10,PD2,1004,B9,2,10,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,1,PD2,1005,B9,2,1,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,2,CR,1005,B9,8,2,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,3,PD2,1005,B9,2,3,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,4,PR,1005,B9,6,4,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,5,PD2,1005,B9,2,5,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,6,PD2,1005,B9,2,6,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,7,PR,1005,B9,6,7,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,8,PD2,1005,B9,2,8,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,9,PD2,1005,B9,2,9,10,Yes,Solid Tumor
1586,1005-B9-1,2,PD2,10,PR,1005,B9,6,10,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,1,PD2,1105,B9,2,1,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,2,PD1,1105,B9,0,2,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,3,PD1,1105,B9,0,3,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,4,PD2,1105,B9,2,4,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,5,PD1,1105,B9,0,5,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,6,PD2,1105,B9,2,6,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,7,PD2,1105,B9,2,7,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,8,PD1,1105,B9,0,8,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,9,PD2,1105,B9,2,9,10,Yes,Solid Tumor
1893,1105-B9-1,2,PD2,10,PD2,1105,B9,2,10,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,1,MCR,1106,B9,10,1,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,2,MCR,1106,B9,10,2,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,3,MCR,1106,B9,10,3,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,4,MCR,1106,B9,10,4,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,5,MCR,1106,B9,10,5,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,6,MCR,1106,B9,10,6,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,7,MCR,1106,B9,10,7,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,8,MCR,1106,B9,10,8,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,9,MCR,1106,B9,10,9,10,Yes,Solid Tumor
1909,1106-B9-1,10,MCR,10,MCR,1106,B9,10,10,10,Yes,Solid Tumor
1991,1111-B9-1,10,MCR,1,MCR,1111,B9,10,1,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,2,MCR,1111,B9,10,2,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,3,MCR,1111,B9,10,3,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,4,MCR,1111,B9,10,4,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,5,MCR,1111,B9,10,5,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,6,MCR,1111,B9,10,6,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,7,MCR,1111,B9,10,7,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,8,MCR,1111,B9,10,8,9,No,Solid Tumor
1991,1111-B9-1,10,MCR,9,MCR,1111,B9,10,9,9,No,Solid Tumor
2127,1203-B9-1,2,PD2,1,PD2,1203,B9,2,1,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,2,PD2,1203,B9,2,2,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,3,PD2,1203,B9,2,3,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,4,MCR,1203,B9,10,4,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,5,CR,1203,B9,8,5,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,6,PD1,1203,B9,0,6,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,7,PD2,1203,B9,2,7,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,8,PD1,1203,B9,0,8,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,9,SD,1203,B9,4,9,10,Yes,Solid Tumor
2127,1203-B9-1,2,PD2,10,SD,1203,B9,4,10,10,Yes,Solid Tumor
20,0501-C1-1,0,PD1,1,PD2,501,C1,2,1,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,2,PD1,501,C1,0,2,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,3,PD1,501,C1,0,3,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,4,PD1,501,C1,0,4,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,5,PD1,501,C1,0,5,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,6,PD2,501,C1,2,6,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,7,PD1,501,C1,0,7,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,8,PD1,501,C1,0,8,9,Yes,Solid Tumor
20,0501-C1-1,0,PD1,10,PD1,501,C1,0,9,9,Yes,Solid Tumor
61,0502-C1-1,0,PD1,1,PD1,502,C1,0,1,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,2,PD1,502,C1,0,2,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,3,PD1,502,C1,0,3,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,4,PD1,502,C1,0,4,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,5,PD1,502,C1,0,5,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,6,PD1,502,C1,0,6,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,7,PD1,502,C1,0,7,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,8,PD1,502,C1,0,8,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,9,PD1,502,C1,0,9,10,Yes,Solid Tumor
61,0502-C1-1,0,PD1,10,PD1,502,C1,0,10,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,1,PD1,503,C1,0,1,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,2,PD1,503,C1,0,2,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,3,PD1,503,C1,0,3,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,4,PD1,503,C1,0,4,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,5,PD1,503,C1,0,5,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,6,PD2,503,C1,2,6,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,7,PD1,503,C1,0,7,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,8,PD1,503,C1,0,8,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,9,PD2,503,C1,2,9,10,Yes,Solid Tumor
105,0503-C1-1,0,PD1,10,PD1,503,C1,0,10,10,Yes,Solid Tumor
189,0505-C1-1,0,PD1,1,PD1,505,C1,0,1,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,4,PD1,505,C1,0,2,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,5,PD1,505,C1,0,3,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,6,PD1,505,C1,0,4,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,8,PD2,505,C1,2,5,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,9,PD1,505,C1,0,6,7,Yes,Solid Tumor
189,0505-C1-1,0,PD1,10,PD2,505,C1,2,7,7,Yes,Solid Tumor
233,0506-C1-1,0,PD1,1,PD1,506,C1,0,1,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,2,PD1,506,C1,0,2,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,3,PD1,506,C1,0,3,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,4,PD1,506,C1,0,4,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,5,PD1,506,C1,0,5,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,6,PD1,506,C1,0,6,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,7,PD1,506,C1,0,7,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,8,PD1,506,C1,0,8,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,9,PD1,506,C1,0,9,10,Yes,Solid Tumor
233,0506-C1-1,0,PD1,10,PD1,506,C1,0,10,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,1,PD2,507,C1,2,1,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,2,PD1,507,C1,0,2,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,3,PD1,507,C1,0,3,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,4,PD1,507,C1,0,4,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,5,PD1,507,C1,0,5,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,6,PD1,507,C1,0,6,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,7,PD1,507,C1,0,7,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,8,PD1,507,C1,0,8,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,9,PD1,507,C1,0,9,10,Yes,Solid Tumor
274,0507-C1-1,0,PD1,10,PD1,507,C1,0,10,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,1,PD2,601,C1,2,1,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,2,PD2,601,C1,2,2,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,3,PD2,601,C1,2,3,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,4,PD2,601,C1,2,4,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,5,PD2,601,C1,2,5,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,6,PD2,601,C1,2,6,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,7,PD2,601,C1,2,7,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,8,PD2,601,C1,2,8,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,9,PD2,601,C1,2,9,10,Yes,Solid Tumor
316,0601-C1-1,2,PD2,10,PD2,601,C1,2,10,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,1,PD2,602,C1,2,1,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,2,PD2,602,C1,2,2,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,3,PD1,602,C1,0,3,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,4,PD2,602,C1,2,4,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,5,PD2,602,C1,2,5,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,6,PD2,602,C1,2,6,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,7,PD1,602,C1,0,7,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,8,PD2,602,C1,2,8,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,9,PD1,602,C1,0,9,10,Yes,Solid Tumor
360,0602-C1-1,2,PD2,10,PD2,602,C1,2,10,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,1,PD1,603,C1,0,1,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,2,PD1,603,C1,0,2,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,3,PD1,603,C1,0,3,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,4,PD1,603,C1,0,4,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,5,PD1,603,C1,0,5,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,6,PD1,603,C1,0,6,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,7,PD1,603,C1,0,7,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,8,PD1,603,C1,0,8,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,9,PD1,603,C1,0,9,10,Yes,Solid Tumor
404,0603-C1-1,0,PD1,10,PD1,603,C1,0,10,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,1,PD2,604,C1,2,1,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,2,PD1,604,C1,0,2,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,3,PD1,604,C1,0,3,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,4,PD1,604,C1,0,4,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,5,PD1,604,C1,0,5,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,6,PD1,604,C1,0,6,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,7,PD1,604,C1,0,7,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,8,PD1,604,C1,0,8,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,9,PD1,604,C1,0,9,10,Yes,Solid Tumor
445,0604-C1-1,0,PD1,10,PD1,604,C1,0,10,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,1,PD1,605,C1,0,1,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,2,PD2,605,C1,2,2,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,3,PD1,605,C1,0,3,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,4,PD1,605,C1,0,4,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,5,PD1,605,C1,0,5,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,6,PD1,605,C1,0,6,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,7,PD1,605,C1,0,7,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,8,PD2,605,C1,2,8,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,9,PD1,605,C1,0,9,10,Yes,Solid Tumor
487,0605-C1-1,0,PD1,10,PD1,605,C1,0,10,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,1,PD2,606,C1,2,1,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,2,PD1,606,C1,0,2,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,3,PD1,606,C1,0,3,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,4,PD1,606,C1,0,4,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,5,PD2,606,C1,2,5,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,6,PD1,606,C1,0,6,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,7,PD1,606,C1,0,7,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,8,PD1,606,C1,0,8,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,9,PD1,606,C1,0,9,10,Yes,Solid Tumor
530,0606-C1-1,0,PD1,10,PD1,606,C1,0,10,10,Yes,Solid Tumor
575,0607-C1-1,0,PD1,1,PD1,607,C1,0,1,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,3,PD1,607,C1,0,2,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,4,PD1,607,C1,0,3,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,5,PD1,607,C1,0,4,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,6,PD1,607,C1,0,5,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,7,PD1,607,C1,0,6,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,8,PD1,607,C1,0,7,8,Yes,Solid Tumor
575,0607-C1-1,0,PD1,9,PD1,607,C1,0,8,8,Yes,Solid Tumor
629,0701-C1-1,0,PD1,1,PD2,701,C1,2,1,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,2,PD1,701,C1,0,2,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,3,PD1,701,C1,0,3,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,4,PD2,701,C1,2,4,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,5,PD1,701,C1,0,5,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,6,PD1,701,C1,0,6,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,7,PD1,701,C1,0,7,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,8,PD1,701,C1,0,8,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,9,PD1,701,C1,0,9,10,Yes,Solid Tumor
629,0701-C1-1,0,PD1,10,PD1,701,C1,0,10,10,Yes,Solid Tumor
674,0702-C1-1,0,PD1,2,PD1,702,C1,0,1,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,3,PD1,702,C1,0,2,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,4,PD1,702,C1,0,3,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,5,PD1,702,C1,0,4,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,6,PD1,702,C1,0,5,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,7,PD1,702,C1,0,6,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,8,PD1,702,C1,0,7,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,9,PD1,702,C1,0,8,9,Yes,Solid Tumor
674,0702-C1-1,0,PD1,10,PD1,702,C1,0,9,9,Yes,Solid Tumor
719,0703-C1-1,0,PD1,2,PD1,703,C1,0,1,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,4,PD1,703,C1,0,2,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,5,PD1,703,C1,0,3,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,6,PD1,703,C1,0,4,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,7,PD1,703,C1,0,5,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,8,PD1,703,C1,0,6,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,9,PD2,703,C1,2,7,8,Yes,Solid Tumor
719,0703-C1-1,0,PD1,10,PD2,703,C1,2,8,8,Yes,Solid Tumor
764,0704-C1-1,0,PD1,1,PD1,704,C1,0,1,6,Yes,Solid Tumor
764,0704-C1-1,0,PD1,3,PD1,704,C1,0,2,6,Yes,Solid Tumor
764,0704-C1-1,0,PD1,4,PD1,704,C1,0,3,6,Yes,Solid Tumor
764,0704-C1-1,0,PD1,5,PD2,704,C1,2,4,6,Yes,Solid Tumor
764,0704-C1-1,0,PD1,6,PD1,704,C1,0,5,6,Yes,Solid Tumor
764,0704-C1-1,0,PD1,9,PD1,704,C1,0,6,6,Yes,Solid Tumor
807,0706-C1-1,2,PD2,1,PD2,706,C1,2,1,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,2,PD2,706,C1,2,2,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,3,PD2,706,C1,2,3,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,4,PD2,706,C1,2,4,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,5,PD2,706,C1,2,5,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,6,PD2,706,C1,2,6,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,7,PD2,706,C1,2,7,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,8,PD2,706,C1,2,8,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,9,PD2,706,C1,2,9,10,Yes,Solid Tumor
807,0706-C1-1,2,PD2,10,PD2,706,C1,2,10,10,Yes,Solid Tumor
863,0708-C1-1,0,PD1,1,PD1,708,C1,0,1,5,Yes,Solid Tumor
863,0708-C1-1,0,PD1,3,PD1,708,C1,0,2,5,Yes,Solid Tumor
863,0708-C1-1,0,PD1,4,PD1,708,C1,0,3,5,Yes,Solid Tumor
